0.5270106,0,0.9217666,0.01512526,5.985738,-0.2712459,8.728621,-3.296264,f,8.357,19
1.035522,0,0.8482809,0.02123596,-0.1752376,-0.7557864,11.98567,-4.14364,f,8.357,19
1.536429,0,1.016564,-0.05327175,-0.4708771,-1.26328,14.75955,-4.052897,f,8.357,19
2.043153,0,1.157821,0.08091348,-0.2729895,-1.763219,15.5485,-3.798649,f,8.357,19
2.555249,0,0.798107,0.02279885,-0.5555158,-2.266092,13.75027,-3.582016,f,8.357,19
3.055978,0,0.1734497,0.008717234,-0.8034714,-2.636981,10.98356,-3.311145,f,8.357,19
3.556508,0,0.2825263,-0.1659992,-0.4601483,-2.882095,7.028828,-3.084661,f,8.357,19
4.057111,0,-0.09059915,0.007525093,-0.3600124,-3.019878,2.691594,-2.969099,f,8.357,19
4.558188,0,-0.2467635,0.1150372,0.1096727,-3.026123,-1.605503,-2.951649,f,8.357,19
5.070072,0,-0.4220013,-0.05796562,0.2336504,-2.918542,-6.188747,-3.065678,f,8.357,19
5.571226,0,-0.5531316,0.09819884,0.367165,-2.691156,-10.43044,-3.276799,f,8.357,19
6.074643,0,-0.8845338,-0.1261386,0.4863744,-2.327291,-13.3403,-3.52888,f,8.357,19
6.58716,0,-0.8177765,-0.007152564,0.443459,-1.835576,-15.54374,-3.790155,f,8.357,19
7.087385,0,-0.925065,-0.03024943,0.3004077,-1.346166,-14.77387,-4.027997,f,8.357,19
7.600254,0,-0.83685,-0.02957883,0.1811983,-0.8032599,-11.90324,-4.120673,f,8.357,19
8.114613,0,-0.8002721,-0.03075007,0.119114,-0.3830484,-11.3608,-4.226748,f,8.357,19
8.627222,0,-0.600752,-0.1675962,0.03340248,-0.0313486,-5.921957,7.972476,f,8.357,19
9.128239,0,-0.4882109,0.03371754,-0.05240445,-0.459915,-6.434195,7.916758,f,8.357,19
9.641367,0,-0.5638158,-0.01106524,-0.1527072,-0.9520783,-8.050905,7.907614,f,8.357,19
10.14187,0,-0.1496316,0.04205121,-0.2672437,-1.51788,-8.233198,7.841681,f,8.357,19
10.64229,0,-0.8226522,0.09240964,-0.1815798,-2.107714,-8.963513,7.701196,f,8.357,19
11.15578,0,-0.4847829,0.0760258,-0.2390148,-2.628717,-8.384051,7.415883,f,8.357,19
11.65658,0,-0.5044048,0.07654771,-0.181997,-3.097232,-5.773047,7.24222,f,8.357,19
12.16802,0,-0.1532973,-0.03593996,-0.01815559,-3.32109,-2.149831,7.026918,f,8.357,19
12.66888,0,0.1948001,-0.01329194,0.07718809,-3.33065,1.985751,7.023481,f,8.357,19
13.16891,0,0.270808,0.09410274,0.1056553,-3.117005,5.427554,7.232485,f,8.357,19
13.66934,0,0.6064302,0.08874088,-0.009012231,-2.673109,8.190406,7.406357,f,8.357,19
14.18382,0,0.507695,-0.02291652,0.1141549,-2.132918,8.929232,7.695638,f,8.357,19
14.69747,0,0.4964893,0.06294703,0.04756455,-1.525712,8.143006,7.835625,f,8.357,19
15.19748,0,0.581797,-0.08844164,-2.38E-05,-0.9575237,8.087219,7.909729,f,8.357,19
15.71032,0,0.5155106,-0.09510089,0.09536752,-0.4503068,6.458379,7.912837,f,8.357,19
16.21093,0,0.5173602,-0.01222047,0.07636736,-0.04571143,5.93275,7.897224,f,8.357,19
16.72437,0,-0.5565126,0.02946792,-0.03800486,0.2977076,-9.707841,-3.963491,f,8.357,19
17.22556,0,-0.7383381,0.0141924,-0.1617472,0.677929,-12.24374,-4.002002,f,8.357,19
17.74177,0,-0.8797265,-0.01233015,-0.362376,1.115447,-13.40219,-3.871304,f,8.357,19
18.25207,0,-0.8093947,0.1208429,-0.2860838,1.547005,-11.85833,-3.729511,f,8.357,19
18.75245,0,-0.4505889,0.05170463,-0.2670108,1.8133,-8.404086,-3.443793,f,8.357,19
19.25587,0,-0.1573527,-0.06016069,-0.09536525,1.910534,-2.231668,-3.220454,f,8.357,19
19.76621,0,0.3933697,0.006854214,0.3814491,1.859045,4.964326,-3.253321,f,8.357,19
20.28002,0,0.6673084,0.02280521,0.4559749,1.681249,10.64442,-3.516446,f,8.357,19
20.78009,0,0.7374112,0.04348239,0.3805136,1.379418,12.87553,-3.80435,f,8.357,19
21.28399,0,0.9563981,0.03155767,0.1522102,0.9372991,12.32543,-3.944473,f,8.357,19
21.79325,0,0.9837618,-0.04504481,0.114408,0.4863463,10.05085,-3.912671,f,8.357,19
22.29382,0,0.6413589,-0.06339763,0.03824329,0.1707533,9.323765,-3.956457,f,8.357,19
22.80798,0,-0.4123105,-0.0110832,-0.05712651,0.5696162,-7.850556,-23.50817,f,8.357,19
23.30813,0,-0.6232908,-0.001136242,-0.1524009,2.217545,-8.501225,-23.37196,f,8.357,19
23.80823,0,-0.7401829,-0.04327255,-0.1712484,4.103327,-10.56586,-23.15116,f,8.357,19
24.32171,0,-0.6955524,-0.04127415,-0.1907186,6.204554,-10.48891,-22.37655,f,8.357,19
24.82486,0,-0.6696309,0.03367511,-0.2479377,8.43581,-10.81474,-21.87022,f,8.357,19
25.33592,0,-0.4791985,-0.01437929,-0.2670227,10.32158,-9.136791,-21.02629,f,8.357,19
25.84833,0,-0.2622485,-0.0421682,-0.2479496,11.70891,-5.359513,-20.25612,f,8.357,19
26.35279,0,-0.2586663,0.2322986,0.2288647,12.31516,-0.6138514,-19.9431,f,8.357,19
26.86294,0,0.2659148,-0.1105954,0.0738043,12.10473,4.262921,-20.21962,f,8.357,19
27.36307,0,0.4266368,0.07691742,0.1696629,11.07307,8.073144,-20.91131,f,8.357,19
27.87658,0,0.7344428,-0.04133703,0.2847027,9.328949,9.946077,-21.69258,f,8.357,19
28.38905,0,0.6156657,-0.1606169,0.1724882,7.111759,11.4209,-22.36956,f,8.357,19
28.89027,1,0.6640509,0.07684077,0.3055887,5.043204,10.38274,-23.11699,f,8.357,19
29.39275,2,0.6338828,0.1325012,0.2099924,2.960001,8.439385,-23.26201,f,8.357,19
29.90423,2,0.4601269,-0.1357435,-0.05721915,1.207819,7.863401,-23.53991,f,8.357,19
30.40479,2,0.7176071,-0.07599232,-0.1716574,-0.8347825,13.27492,-19.32625,f,8.357,19
30.91758,2,0.9941589,-0.01333586,-0.2288766,-3.246396,14.85559,-19.33909,f,8.357,19
31.41826,2,1.208725,-0.01504964,-0.3814491,-5.751617,18.72713,-18.30708,f,8.357,19
31.91844,2,1.114558,0.05129496,-0.5912526,-8.866241,18.83982,-17.46553,f,8.357,19
32.43038,2,1.088853,-0.08374967,-0.6409752,-11.55626,18.13978,-15.62837,f,8.357,19
32.93375,2,0.7603839,-0.01802426,-0.7520028,-13.68811,14.80721,-13.79296,f,8.357,19
33.4463,2,0.2884679,0.1538848,-0.5721796,-15.269,10.73379,-12.18373,f,8.357,19
33.95954,2,0.1865583,0.1250895,-0.3242299,-15.99282,6.619158,-10.88855,f,8.357,19
34.45956,2,0.0138518,0.02849717,-0.2670108,-16.57861,2.860042,-10.31362,f,8.357,19
34.97327,2,0.004768263,-0.03851774,0,-16.61628,-0.6892467,-10.13023,f,8.357,19
35.48687,2,-0.1150343,-0.1045641,0.362388,-16.38857,-4.607642,-10.56432,f,8.357,19
35.9875,2,-0.2610505,0.1446464,0.4958874,-15.76282,-8.516606,-11.50099,f,8.357,19
36.5013,2,-0.5483382,0.08962639,0.6103257,-14.47245,-12.78369,-12.88883,f,8.357,19
37.00166,2,-0.926223,-0.01400649,0.7629101,-12.84117,-16.67238,-14.79732,f,8.357,19
37.50457,2,-1.137207,-0.04127415,0.6103257,-10.12509,-18.05592,-16.20436,f,8.357,19
38.01424,3,-1.199188,-0.007785492,0.381461,-7.557745,-19.10737,-18.09944,f,8.357,19
38.51534,3,-1.079985,-0.05617479,0.343303,-4.556888,-15.56941,-18.72149,f,8.357,19
39.02789,3,-0.9822397,-0.003128986,0.0762922,-2.03618,-13.96415,-19.49873,f,8.357,19
39.5295,3,-1.11098,0.06831858,0.0381461,-0.2090564,-14.80432,15.42825,f,8.357,19
40.04226,3,-1.096676,-0.02074902,-0.0381461,-2.451965,-16.92005,15.35821,f,8.357,19
40.54291,3,-1.540113,0.111679,-0.4195952,-5.035967,-21.19118,14.78243,f,8.357,19
41.0464,3,-1.172969,0.122929,-0.6484718,-7.638717,-21.36115,13.55655,f,8.357,19
41.55645,3,-0.8844888,-0.05367899,-0.7629101,-9.743123,-16.58676,12.07579,f,8.357,19
42.06974,3,-0.4597043,-0.01622854,-0.621805,-11.07139,-8.550191,10.88995,f,8.357,19
42.58393,3,-0.1675131,-0.01585617,-0.06402003,-11.49063,0.04058304,10.44712,f,8.357,19
43.08461,3,0.519516,0.0294743,0.4308536,-11.12196,8.393978,10.86602,f,8.357,19
43.59845,3,0.9522532,-0.03437821,0.7332857,-9.912447,15.97973,11.98272,f,8.357,19
44.11047,3,1.391111,0.08958913,0.8773484,-7.76082,21.33132,13.50175,f,8.357,19
