0.490844,0,0.4628823,0.1120566,5.913474,-0.2325084,8.013021,-3.042991,f,16,23
1.018879,0,0.9537989,0.05722049,-0.05543229,-0.739093,11.96579,-4.150398,f,16,23
1.527344,0,0.9948025,0.1613799,-0.1347066,-1.26328,14.75955,-4.052897,f,16,23
2.036862,0,0.793819,0.2898628,-1.912208,-1.740687,14.15548,-3.801683,f,16,23
2.53975,0,0.8213528,-0.2986198,-0.6008154,-2.249471,13.81314,-3.593882,f,16,23
3.048623,0,0.6163126,7.45E-05,-0.4839902,-2.636981,10.98356,-3.311145,f,16,23
3.551619,0,0.4017357,-0.06016355,0.002384188,-2.882095,7.028828,-3.084661,f,16,23
4.088247,0,0.1311303,0.000111759,-0.1358987,-3.025501,2.314404,-2.963681,f,16,23
4.598262,0,-0.4637246,0.05062679,0.6222731,-3.022895,-2.028598,-2.956514,f,16,23
5.132911,0,-0.4720692,-0.002048912,0.4100803,-2.886488,-6.753625,-3.073885,f,16,23
5.64061,1,-0.8583077,-0.3022706,0.3004077,-2.641812,-11.22809,-3.316247,f,16,23
6.17219,2,-0.4410748,0.594781,0.5436068,-2.248512,-13.72621,-3.591958,f,16,23
6.681339,3,-1.101501,0.3092742,0.4530076,-1.722376,-13.88236,-3.813334,f,16,23
7.214467,5,-1.382835,0.07793322,0.114441,-1.220365,-14.64684,-4.064127,f,16,23
7.722102,8,-1.163484,0.1262131,0.4100803,-0.703544,-11.84118,-4.161518,f,16,23
8.25861,10,-0.7670842,-0.3040122,0.2574685,-0.2674339,-10.90661,-4.228861,f,16,23
8.76443,10,-0.2859746,-0.006148023,0.05245214,-0.1475573,-6.089221,7.91225,f,16,23
9.296526,10,-0.3511373,0.03996679,0.2669933,-0.6028446,-6.569031,7.901368,f,16,23
9.804521,10,-0.4660194,-0.03780792,-0.01897814,-1.13277,-8.152961,7.903994,f,16,23
10.3547,11,-0.8396097,-0.1094852,0.04791026,-1.735786,-8.168924,7.770541,f,16,23
10.86088,11,-0.2817216,-0.1742252,-0.124395,-2.363768,-8.504466,7.627041,f,16,23
11.39999,11,-0.2421441,-0.1481916,0.1341583,-2.873393,-7.266693,7.343029,f,16,23
11.90243,11,-0.2137246,0.01531146,-0.08667716,-3.194728,-4.116619,7.085332,f,16,23
12.43807,11,-0.3511551,-0.08322151,-0.1421334,-3.330147,0.06420183,7.017865,f,16,23
12.94034,11,0.3179136,0.5428132,-0.0485063,-3.229809,4.232319,7.069495,f,16,23
13.4834,11,0.4423563,0.001600389,0.1805307,-2.848481,7.499154,7.352688,f,16,23
13.98996,11,0.504971,0.0173422,0.2570512,-2.357389,8.63627,7.628609,f,16,23
14.51644,11,0.7984437,0.2074678,0.09559402,-1.731211,8.044608,7.767943,f,16,23
15.02828,11,0.6649739,0.05312417,-0.1050235,-1.141136,8.200895,7.902195,f,16,23
15.52976,11,0.5046596,-0.01810507,0.123942,-0.6571037,6.677485,7.889483,f,16,23
16.0325,11,0.007152021,-0.1876715,-0.2097916,-0.2043228,6.102973,7.913549,f,16,23
16.53999,11,-0.5817153,0.08765207,0,0.1658374,-9.350793,-3.968755,f,16,23
17.04653,12,-0.7593626,0.000224232,-0.07645081,0.5150502,-10.14453,-3.919839,f,16,23
17.55499,14,-0.798272,0.1354511,-0.2579753,0.9550955,-12.33782,-3.948026,f,16,23
18.08884,14,-0.8558852,0.001415546,-0.3242299,1.42764,-12.76252,-3.789395,f,16,23
